"Time","NO2","NOx","O3"
2018-09-19 20:00:00,44.6,62.13,45.065
2018-09-19 21:00:00,47.955,60.365,36.38
2018-09-19 22:00:00,46.685,60.73,36.71
2018-09-19 23:00:00,35.27,43.54,46.79
2018-09-20 00:00:00,20.32,23.795,55.44
2018-09-20 01:00:00,19.93,23.88,52.49
2018-09-20 02:00:00,23.86,28.2,48.5
2018-09-20 03:00:00,22.445,25.705,45.74
2018-09-20 04:00:00,29.54,38.07,38.515
2018-09-20 05:00:00,43.53,79.89,27.1
2018-09-20 06:00:00,45.805,82.11,23.41
2018-09-20 07:00:00,42.245,81.19,24.6
2018-09-20 08:00:00,33.785,68.995,33.105
2018-09-20 09:00:00,36.635,72.845,33.895
2018-09-20 10:00:00,31.385,68.69,37.205
2018-09-20 11:00:00,33.565,77.255,38.075
2018-09-20 12:00:00,35.515,78.375,39.325
2018-09-20 13:00:00,43.815,93.655,32.56
2018-09-20 14:00:00,42.525,89.995,36.2
2018-09-20 15:00:00,47.67,90.805,40.63
2018-09-20 16:00:00,39.855,78.825,38.83
2018-09-20 17:00:00,43.015,79.11,36.8
2018-09-20 18:00:00,48.835,80.335,30.875
2018-09-20 19:00:00,42.84,61.81,32.71
2018-09-20 20:00:00,54.745,80.62,21.015
2018-09-20 21:00:00,42.86,69.45,24.265
2018-09-20 22:00:00,36.135,54.01,28.31
2018-09-20 23:00:00,23.47,33.985,37.605
2018-09-21 00:00:00,19.345,23.245,42.505
2018-09-21 01:00:00,30.53,36.96,37.67
2018-09-21 02:00:00,21.36,24.165,51.18
2018-09-21 03:00:00,17.73,20.515,62.45
2018-09-21 04:00:00,18.035,22.225,67.395
2018-09-21 05:00:00,28.21,40.095,66.075
2018-09-21 06:00:00,41.79,66.08,54.1
2018-09-21 07:00:00,46.95,79.33,49.925
2018-09-21 08:00:00,33.975,58.235,59.255
2018-09-21 09:00:00,24.32,45,71.395
2018-09-21 10:00:00,30.18,54.275,72.92
2018-09-21 11:00:00,35.795,67.69,69.04
2018-09-21 12:00:00,36.8,61.39,62.04
2018-09-21 13:00:00,28.17,52.645,56.12
2018-09-21 14:00:00,32.05,80.105,40.345
2018-09-21 15:00:00,53.025,122.945,32.16
2018-09-21 16:00:00,49.865,109.155,34.305
2018-09-21 17:00:00,34.335,68.43,41.66
2018-09-21 18:00:00,23.325,48.29,49.42
2018-09-21 19:00:00,23.43,44.29,50.98
2018-09-21 20:00:00,23.555,45.405,51.775
2018-09-21 21:00:00,24.845,47.545,52.615
2018-09-21 22:00:00,16.575,36.93,56.1
2018-09-21 23:00:00,15.685,29.165,60.865
2018-09-22 00:00:00,9.425,16.12,60.81
2018-09-22 01:00:00,6.12,12.62,69.43
2018-09-22 02:00:00,9.6,19.295,62.625
2018-09-22 03:00:00,5.49,11.515,59.295
2018-09-22 04:00:00,11.48,18.15,50.49
2018-09-22 05:00:00,17.285,29.165,45.025
2018-09-22 06:00:00,14.64,28.735,46.16
2018-09-22 07:00:00,19.18,36.245,44.575
2018-09-22 08:00:00,17.53,38.99,45.41
2018-09-22 09:00:00,16.725,36.25,49.47
2018-09-22 10:00:00,13.98,29.155,52.965
2018-09-22 11:00:00,21.115,54.725,48.09
2018-09-22 12:00:00,24.625,55.27,46.555
2018-09-22 13:00:00,20.005,48.255,48.915
2018-09-22 14:00:00,16.39,39.035,52.995
2018-09-22 15:00:00,17.7,39.9,54.495
2018-09-22 16:00:00,22.11,50.575,50.42
2018-09-22 17:00:00,27.855,64.76,42.46
2018-09-22 18:00:00,26.985,55.5,43.495
2018-09-22 19:00:00,30.965,69.405,35.795
2018-09-22 20:00:00,25.42,47.695,40.085
2018-09-22 21:00:00,25.925,51.645,41.14
2018-09-22 22:00:00,25.535,59.955,41.345
2018-09-22 23:00:00,13.42,33,46.35
2018-09-23 00:00:00,14.21,31.1,45.81
2018-09-23 01:00:00,14.255,27.91,46.57
2018-09-23 02:00:00,16.735,33.39,43.87
2018-09-23 03:00:00,10.88,21.655,46.1
2018-09-23 04:00:00,15.16,25.34,39.83
2018-09-23 05:00:00,23.12,37.5,32.79
2018-09-23 06:00:00,22.91,37.305,31.305
2018-09-23 07:00:00,22.355,42.37,37.36
2018-09-23 08:00:00,15.13,30.82,46.08
2018-09-23 09:00:00,10.76,23.13,54.83
2018-09-23 10:00:00,11.455,28.85,57.28
2018-09-23 11:00:00,18.245,37.76,57.375
2018-09-23 12:00:00,17.165,37.34,57.12
2018-09-23 13:00:00,18.595,40.815,58.185
2018-09-23 14:00:00,21.915,44.925,56.63
2018-09-23 15:00:00,24.35,50.155,51.695
2018-09-23 16:00:00,31.355,65.62,47.59
2018-09-23 17:00:00,34.585,76.875,42.715
2018-09-23 18:00:00,37.765,79.725,36.31
2018-09-23 19:00:00,30.17,58.175,39.56
2018-09-23 20:00:00,30.19,55.175,39.765
2018-09-23 21:00:00,22.72,40.65,48.535
2018-09-23 22:00:00,17.365,29.07,53.145
2018-09-23 23:00:00,18.69,29.72,52.01
2018-09-24 00:00:00,6.59,10.995,60.855
2018-09-24 01:00:00,4.6,5.8,64.24
2018-09-24 02:00:00,7.045,12,69.23
2018-09-24 03:00:00,8.33,14.21,67.175
2018-09-24 04:00:00,33.37,61.31,46.22
2018-09-24 05:00:00,39.78,86.435,42.635
2018-09-24 06:00:00,76.355,186.7,23.44
2018-09-24 07:00:00,68.525,164.245,25.08
2018-09-24 08:00:00,65.2,153.64,27.62
2018-09-24 09:00:00,53.58,132.815,30.655
2018-09-24 10:00:00,59.745,153.49,24.865
2018-09-24 11:00:00,73.365,180.35,22.19
2018-09-24 12:00:00,68.975,209.055,20.915
2018-09-24 13:00:00,42.555,93.075,45.16
2018-09-24 14:00:00,42.455,84.13,48.425
2018-09-24 15:00:00,44.285,91.485,45.91
2018-09-24 16:00:00,50.01,97.69,39.535
2018-09-24 17:00:00,44.76,89.89,41.31
2018-09-24 18:00:00,43.44,73.7,40.34
2018-09-24 19:00:00,47.23,86.09,40.06
2018-09-24 20:00:00,36.815,61.14,46.81
2018-09-24 21:00:00,39.655,73.01,38.565
2018-09-24 22:00:00,25.205,49.115,44.84
2018-09-24 23:00:00,32.235,51.685,40.505
2018-09-25 00:00:00,21.715,29.405,50.24
2018-09-25 01:00:00,15.165,22.375,54.85
2018-09-25 02:00:00,6.605,11.095,67.24
2018-09-25 03:00:00,11.84,17.395,65.79
2018-09-25 04:00:00,41.145,86.18,41.83
2018-09-25 05:00:00,110.41,404.53,1.42
2018-09-25 06:00:00,91.625,267.22,6.53
